report,sheet_name,table_no_guess,table_id,description,include,notes
2022-23,40NoUni,40,university_count_series,"Universities registered, 5-year series",yes,Back-series
2023-24,40NoUni,40,university_count_series,"Universities registered, 5-year series",yes,Back-series
2019-20,2University-Specialisation,2,university_specialisation,Universities by specialisation and state,yes,Actual response only
2020-21,2University-Specialisation,2,university_specialisation,Universities by specialisation and state,yes,Actual response only
2021-22,2University-Specialisation,2,university_specialisation,Universities by specialisation and state,yes,Actual response only
2022-23,2University-Specialisation,2,university_specialisation,Universities by specialisation and state,yes,Actual response only
2023-24,2University-Specialisation,2,university_specialisation,Universities by specialisation and state,yes,Actual response only
2019-20,41NoUniType,41,university_type_series,"Universities by type, 5-year series",yes,Back-series
2020-21,41NoUniType,41,university_type_series,"Universities by type, 5-year series",yes,Back-series
2021-22,41NoUniType,41,university_type_series,"Universities by type, 5-year series",yes,Back-series
2022-23,41NoUniType,41,university_type_series,"Universities by type, 5-year series",yes,Back-series
2023-24,41NoUniType,41,university_type_series,"Universities by type, 5-year series",yes,Back-series
2022-23,33 (a)(b) Category Out Turn,33,outturn_social_state,Graduates by social group and state,yes,Sheet named 33(a)(b) but holds 33a only; 26 cols vs 14 in 2023-24
2020-21,34a,34,outturn_programme_social,Graduates by programme and social group,yes,Renumbered to Table 35 in 2023-24
2021-22,34a,34,outturn_programme_social,Graduates by programme and social group,yes,Renumbered to Table 35 in 2023-24
2022-23,34a,34,outturn_programme_social,Graduates by programme and social group,yes,Renumbered to Table 35 in 2023-24
2019-20,37CollegeTypeNo,37,institutions_by_univ_type,"Institutions attached to universities, by university type and state",yes,Dropped after 2022-23
2020-21,37CollegeTypeNo,37,institutions_by_univ_type,"Institutions attached to universities, by university type and state",yes,Dropped after 2022-23
2021-22,37CollegeTypeNo,37,institutions_by_univ_type,"Institutions attached to universities, by university type and state",yes,Dropped after 2022-23
2022-23,37CollegeTypeNo,37,institutions_by_univ_type,"Institutions attached to universities, by university type and state",yes,Dropped after 2022-23
2019-20,4aCollegeSpec,4,college_specialisation,Colleges by specialisation and state,yes,"Renamed ""New Table 4a Revised"" in 2021-22"
2020-21,4aCollegeSpec,4,college_specialisation,Colleges by specialisation and state,yes,"Renamed ""New Table 4a Revised"" in 2021-22"
2022-23,4aCollegeSpec,4,college_specialisation,Colleges by specialisation and state,yes,"Renamed ""New Table 4a Revised"" in 2021-22"
2019-20,52Pop,52,population_series,"Population 18-23 by state and sex, 5-year series",yes,BACK-SERIES. Years are COLUMNS not rows. Dropped after 2021-22
2020-21,52Pop,52,population_series,"Population 18-23 by state and sex, 5-year series",yes,BACK-SERIES. Years are COLUMNS not rows. Dropped after 2021-22
2021-22,52Pop,52,population_series,"Population 18-23 by state and sex, 5-year series",yes,BACK-SERIES. Years are COLUMNS not rows. Dropped after 2021-22
2021-22,New Table 4a Revised,,college_specialisation,Colleges by specialisation and state,yes,Same content as 4aCollegeSpec; renamed in 2021-22 only
2019-20,Paste,,,,no,"Leftover working scratch sheet, not a published table"
2020-21,Paste,,,,no,"Leftover working scratch sheet, not a published table"
2021-22,Paste,,,,no,"Leftover working scratch sheet, not a published table"
2019-20,RespondingTypeCollege,,,,no,"Raw pivot output, superseded by Table 8"
2020-21,RespondingTypeCollege,,,,no,"Raw pivot output, superseded by Table 8"
2021-22,RespondingTypeCollege,,,,no,"Raw pivot output, superseded by Table 8"
2019-20,StandaloneMgt,,,,no,"8-row fragment, no state dimension, superseded by Table 9"
2020-21,StandaloneMgt,,,,no,"8-row fragment, no state dimension, superseded by Table 9"
2021-22,StandaloneMgt,,,,no,"8-row fragment, no state dimension, superseded by Table 9"
2019-20,WomenCollege,,university_specialisation,Universities by specialisation and state,yes,"SHEET NAME MISLEADING: contains Table 1, not women colleges"
2020-21,WomenCollege,,university_specialisation,Universities by specialisation and state,yes,"SHEET NAME MISLEADING: contains Table 1, not women colleges"
2021-22,WomenCollege,,university_specialisation,Universities by specialisation and state,yes,"SHEET NAME MISLEADING: contains Table 1, not women colleges"
